index,lights,street_inf,bikes,landmarks,memorials,trees,transport_stops,bus-stops,tram-stops,metro-stations,taxi-ranks,big-car-parks,buildings_2010,buildings_2011,buildings_2012,buildings_2013,buildings_2014,buildings_2015,buildings_2016,buildings_2017,buildings_2018,buildings_2019,buildings_2020,avg_n_floors_2010,avg_n_floors_2011,avg_n_floors_2012,avg_n_floors_2013,avg_n_floors_2014,avg_n_floors_2015,avg_n_floors_2016,avg_n_floors_2017,avg_n_floors_2018,avg_n_floors_2019,avg_n_floors_2020,sensor_id
11,1205,556,1,6,1,778,2,0,2,0,1,10,15,15,34,34,33,33,35,35,35,36,37,6.466666666666667,6.466666666666667,5.264705882352941,5.264705882352941,6.363636363636363,6.363636363636363,6.057142857142857,6.057142857142857,7.314285714285714,7.166666666666667,7.351351351351352,11
12,1470,549,2,5,2,607,4,0,4,0,1,6,18,18,22,22,21,21,23,23,23,23,26,7.888888888888889,7.888888888888889,8.045454545454545,8.045454545454545,9.904761904761905,9.904761904761905,9.130434782608695,9.130434782608695,9.173913043478262,9.173913043478262,8.73076923076923,12
13,0,834,1,11,6,666,17,13,3,1,4,8,247,247,246,240,240,240,239,239,240,245,245,6.846153846153846,6.846153846153846,6.869918699186992,7.0,7.033333333333333,7.329166666666667,7.640167364016737,8.142259414225942,8.3,8.46938775510204,8.763265306122449,13
14,437,889,2,8,8,644,14,12,2,0,6,2,124,124,124,124,124,123,123,124,124,123,123,10.629032258064516,10.620967741935484,10.620967741935484,10.975806451612904,11.0,11.91869918699187,11.951219512195122,11.85483870967742,11.85483870967742,12.951219512195122,12.845528455284553,14
15,501,1290,3,15,11,469,4,0,3,1,11,7,333,332,328,328,326,325,322,321,322,323,321,4.252252252252252,4.47289156626506,4.463414634146342,4.585365853658536,4.622699386503068,5.101538461538461,5.3478260869565215,5.566978193146418,5.670807453416149,6.5170278637770895,6.669781931464175,15
16,250,1577,2,18,20,438,13,10,2,1,21,5,303,303,296,296,296,296,296,296,293,294,292,7.178217821782178,7.181518151815181,7.233108108108108,7.239864864864865,7.364864864864865,7.364864864864865,7.388513513513513,7.388513513513513,7.419795221843003,7.41156462585034,7.376712328767123,16
17,40,1075,1,10,11,810,4,0,3,1,10,5,183,183,183,183,183,181,181,182,182,184,181,7.027322404371585,7.2896174863387975,7.2896174863387975,7.327868852459017,7.327868852459017,7.762430939226519,7.762430939226519,8.12087912087912,8.12087912087912,8.065217391304348,7.823204419889502,17
18,98,1090,1,11,11,804,4,0,3,1,10,5,196,196,195,195,195,193,193,194,194,194,193,6.892857142857143,7.137755102040816,7.1692307692307695,7.205128205128205,7.205128205128205,7.61139896373057,7.61139896373057,7.948453608247423,7.948453608247423,7.953608247422681,7.66321243523316,18
19,562,1467,2,22,22,456,3,0,2,1,15,6,355,354,348,348,348,349,347,348,348,346,349,4.743661971830986,4.861581920903955,4.844827586206897,4.841954022988506,4.899425287356322,5.080229226361031,5.106628242074928,5.140804597701149,5.129310344827586,5.23121387283237,5.257879656160458,19
20,537,1308,2,15,14,614,2,0,2,0,15,8,375,372,368,368,368,369,368,366,366,373,372,5.0906666666666665,5.338709677419355,5.345108695652174,5.3478260869565215,5.391304347826087,5.558265582655826,5.586956521739131,5.628415300546448,5.628415300546448,5.745308310991957,5.733870967741935,20
21,569,1411,2,16,18,571,0,0,0,0,15,10,373,370,362,362,362,363,363,363,363,366,364,5.369973190348525,5.624324324324324,5.632596685082873,5.632596685082873,5.726519337016574,5.898071625344353,5.914600550964187,5.9476584022038566,5.9476584022038566,5.969945355191257,5.824175824175824,21
22,303,1281,1,16,11,477,17,13,3,1,12,5,204,205,203,203,203,203,203,203,200,197,198,8.470588235294118,8.434146341463414,8.507389162561577,8.517241379310345,8.610837438423646,8.610837438423646,8.605911330049262,8.605911330049262,8.69,8.746192893401016,8.722222222222221,22
23,351,674,1,6,1,492,8,4,3,1,10,15,112,112,111,111,111,113,113,111,112,114,116,9.375,9.375,9.495495495495495,9.504504504504505,9.531531531531531,10.380530973451327,10.47787610619469,10.90990990990991,10.892857142857142,11.035087719298245,11.060344827586206,23
24,368,657,1,6,1,470,8,4,3,1,10,17,120,120,119,119,119,120,120,118,119,121,123,9.008333333333333,9.008333333333333,9.117647058823529,9.512605042016807,9.53781512605042,10.025,10.116666666666667,10.5,10.487394957983193,11.12396694214876,11.146341463414634,24
25,258,226,2,8,1,465,6,4,2,0,0,9,45,43,43,41,41,42,42,42,41,37,39,7.488888888888889,9.186046511627907,9.186046511627907,9.341463414634147,9.341463414634147,10.095238095238095,10.095238095238095,11.261904761904763,11.439024390243903,12.972972972972974,13.384615384615385,25
26,116,1112,2,12,10,541,5,1,3,1,4,8,240,244,244,243,242,243,241,241,242,235,236,4.779166666666667,4.89344262295082,4.942622950819672,5.230452674897119,5.392561983471074,6.049382716049383,6.54356846473029,7.572614107883817,7.929752066115703,9.191489361702128,9.707627118644067,26
27,0,671,2,2,6,1134,11,11,0,0,2,10,342,343,343,343,343,343,343,343,338,346,347,2.371345029239766,2.3935860058309038,2.43731778425656,2.43731778425656,2.542274052478134,2.568513119533528,2.626822157434402,2.7988338192419824,2.8106508875739644,2.7803468208092488,2.835734870317003,27
28,307,890,2,21,17,1166,9,8,0,1,4,2,38,37,37,37,37,36,36,36,36,36,35,8.526315789473685,9.513513513513514,9.513513513513514,9.513513513513514,9.513513513513514,10.75,10.75,10.805555555555555,10.805555555555555,12.13888888888889,12.085714285714285,28
29,382,1039,2,20,16,889,6,2,3,1,6,6,59,59,59,59,59,59,59,60,57,54,55,6.728813559322034,7.338983050847458,7.338983050847458,7.338983050847458,7.389830508474576,8.0,8.0,7.883333333333334,8.157894736842104,8.925925925925926,9.072727272727272,29
30,575,1288,2,18,14,507,4,0,3,1,13,5,313,310,304,305,305,305,304,305,305,305,306,5.111821086261981,5.393548387096774,5.378289473684211,5.465573770491804,5.534426229508196,5.747540983606557,5.782894736842105,5.921311475409836,5.921311475409836,6.340983606557377,6.46078431372549,30
31,91,718,2,8,4,1119,16,16,0,0,1,6,308,308,305,305,308,308,309,309,307,304,304,2.438311688311688,2.438311688311688,2.4721311475409835,2.4721311475409835,2.529220779220779,2.529220779220779,2.5663430420711975,2.5663430420711975,2.570032573289902,2.5592105263157894,2.6184210526315788,31
32,264,1549,2,20,20,403,7,3,3,1,17,8,278,278,272,272,272,271,271,271,268,266,269,6.892086330935252,7.071942446043166,7.139705882352941,7.132352941176471,7.2536764705882355,7.317343173431734,7.343173431734317,7.453874538745388,7.507462686567164,7.548872180451128,7.4944237918215615,32
